com_name,cont_name,cont_tel
深圳市坪山区水务局,曹丰林,0755-89933934
深圳市坪山区水务局,邹淑坤,15323711972
深圳市坪山区水务局,林工,15815558879
深圳市坪山区水务局,廖工,17775605245
深圳市坪山区水务局,梁工,18058792028
东莞市厚街镇人民政府农林水务局,李工,0769-85821263
汕头市自然资源局潮阳分局,赵先生,0754-83604884
汕头市自然资源局潮阳分局,,0754-8360881
汕头市自然资源局潮阳分局,江先生,0754-83812646
汕头市自然资源局潮阳分局,陈先生,0754-83822700
汕头市自然资源局潮阳分局,杨工,0754-83838014
江门市水生动物防疫检疫站,邓炜楼,13822437563
广州市农业农村局,李丽珍,020-86394760
佛山市顺德区乐从镇人民政府,吴锦松,0757-28331140
佛山市顺德区乐从镇人民政府,梁先生,0757-28331640
佛山市顺德区乐从镇人民政府,,13690617257
佛山市顺德区乐从镇人民政府,,13825535592
台山市城市管理和综合执法局,,0750-5538213
台山市城市管理和综合执法局,区先生,0750-5539939
广州市城瑞房地产开发有限公司,钟工,020-83061936
阳山县交通运输局,,13620590898
湛江市坡头区官渡镇高山小学,,0759-3719885
惠州市档案馆,张小兵,0752-2827087
中山市东区城乡建设服务中心,陈斌,0760-88304419
中山市东区城乡建设服务中心,陈斌,0760-88320097
南雄市植保植检管理站,潘先生,0751-6929134
南澳县引韩供水工程建设管理中心,康工,0754-86802420
湛江农垦东方红农场医院,宋女士,13692415268
惠东县多祝镇财政所,,0752-8103883
惠州市惠阳区文化广电旅游体育局,,0752-3364631
惠州市惠阳区文化广电旅游体育局,,07523386932
鹤山市第二中学,梁先生,0750-8389843
惠东县水库移民管理办公室,,13437723136
惠东县水库移民管理办公室,,15976135070
惠东县水库移民管理办公室,,18826293547
珠海中山大学附属中学,卓老师,13192222004
深圳市福田区应急管理局,王小姐,0755-82917696
深圳市福田区应急管理局,王燕,0755-82918646
中国共产党江门市蓬江区委员会宣传部,刘奇,07508226385
广州市黄埔区科学技术局,邓小姐,020-82111946
广州市黄埔区科学技术局,郑先生,020-82118239
广州市黄埔区科学技术局,,020-82118663
佛冈县创盈开发有限公司,,13750152348
佛冈县创盈开发有限公司,,18033315343
鹤山市共和镇中心小学,钟先生,13827061023
佛山市三水区芦苞镇敬老院,,13630155419
惠州市社会保险基金管理局惠阳分局,,0752-3381751
深圳市宝安区西乡街道钟屋小学,李小娟,13316884873
国家税务总局阳山县税务局,钱文英,0763-7821235
惠州市惠城区城乡管理和综合执法局,王杰,0752-2118681
龙川县新田镇人民政府,,0762-6441226
徐闻县第七小学,符堪何,0759-4889631
徐闻县第七小学,李校,13670955493
广州市番禺区市桥汀根小学,何老师,020-84878354
广州市番禺区教育装备中心,麦镜荣,020-84641629
广州市番禺区教育装备中心,黎柏雄,020-84641672
广州市番禺区教育装备中心,李翔,020-84641682
广州市番禺区教育装备中心,,020-84641696
佛山市高明区杨和镇国土城建和水务局,胡先生,0757-88802899
英德市下（石太）镇人民政府,卢先生,15807651993
博罗县应急管理局,刘先生,0752-6631777
博罗县应急管理局,徐文珍,0752-6633391
博罗县应急管理局,,13767545333
国家税务总局汕头市金平区税务局,,13802333936
深圳市实验学校,叶老师,0755-83361313
东莞市城市管理和综合执法局中堂分局,刘先生,0769-81312182
南雄市南亩中学,,0751-3810816
南雄市南亩中学,蓝希高,0751-3810825
广东省北江监狱工会委员会,吴先生,0751-8836871
南方（韶关）智能网联新能源汽车检测中心有限公司,,020-22932696
深圳市龙岗区园山街道社区网格管理中心,林小姐,0755-28389868
深圳市龙岗区园山街道社区网格管理中心,,13714529319
深圳市龙岗区龙岗卫生监督分所,先生,0755-89204952
广州市黄埔区新闻中心,姚霞,020-82118123
广州市黄埔区新闻中心,姚霞,020-82181913
广州市黄埔区新闻中心,蔡丹宁,020-82181916
广东食品药品职业学院工会委员会,,020-28854147
中山市市政维护管理中心,,020-88268738
中山市市政维护管理中心,,0731-88268738
中山市市政维护管理中心,,0760-88268738
深圳市宝安区土地整备事务中心,张群,0755-29612061
深圳市宝安区土地整备事务中心,乔贺贺,15986819668
潮州市建潮投资发展有限公司,余先生,0758-2500462
广州市石门国家森林公园管理中心,左工,020-87850997
佛山市三水区政务服务数据管理局,,0757-87739102
佛山市三水区政务服务数据管理局,张三红,0757-87783993
深圳市烟草光明公司,李春艳,0755-29099077
惠来县文化旅游体育服务管理中心,,0663-8186896
惠来县文化旅游体育服务管理中心,刘彦东,0663-8618898
惠州市大和小学,,0752-2898785
惠州市大和小学,,13539226686
惠城区人民政府江南街道办事处,,0752-2248189
罗定市榃滨镇中心小学,陈环,0766-3380629
博罗县罗阳第六小学,,13531714432
惠东县铁涌镇好招楼村民委员会,林,13902658715
惠东县平山街道湖榕社区居民委员会,周先生,13539217888
惠东县平山街道城北社区居民委员会,,0752-8589009
惠东县平山街道城北社区居民委员会,钟先生,13536312690
广宁县江屯中心卫生院(广宁县第二人民医院),祝洪金,0758-8700235
广州市增城区永宁街中心小学,刘小姐,020-82852289
广州市增城区永宁街中心小学,罗育成,02082979938
佛山市南海区桂城街道灯湖第四小学,刘老师,0757-86798061
沈海高速公路茂名段改扩建工程建设指挥部办公室,谢先生,0668-3990851
广州开发区公园管理中心（广州市黄埔区公园管理中心）,李清,020-82278958
广州市南沙区莲溪小学,巫建雄,020-84979862
汕头市尚美香老菜脯文化创意有限公司,,0754-85709208
云浮市烈士陵园管理处,陈先生,0766-8921163
阳西县国药基因医学检验实验室有限公司,陈先生,18933934239
深圳市西乡商贸有限公司,祝希宁,0755-22968041
深圳市西乡商贸有限公司,何工,0755-27487755
深圳市东方西山股份合作公司,文梓聪,0755-27083100
廉江市农业农村局,莫桂泉,0759-6683131
廉江市农业农村局,,0759-6683281
廉江市农业农村局,许先生,0759-6685577
深圳市松岗溪头股份合作公司,王先生,0755-27714527
深圳市松岗溪头股份合作公司,张工,13823266665
深圳市龙岗区爱联小学,劳主任,0755-28988927
湛江市赤坎区事业单位改革服务局,,0759-8208198
中国共产主义青年团佛山市南海区桂城街道委员会,梁先生,0757-81288281
中共揭阳市榕城区委宣传部,,0663-8667549
湛江市麻区农村信用合作联社,,0759-3336119
翁源县自然资源局,许娴妹,0751-2832638
翁源县自然资源局,曾会明,0751-2834176
潮州市湘桥区铮蓉中学,陈老师,0768-2100137
深圳市蓝海华腾技术股份有限公司,宋小姐,0755-26580810
惠东县平海赤沙村民委员会,,13531737388
清远市清城区石角镇中心幼儿园,,15207643264
惠城区中医医院,,0752-2385033
台山市育才学校,,0750-5583987
台山市育才学校,,0755-5583987
东莞市塘厦镇人民武装部,黄志威,13790520228
东莞市樟木头镇国库支付中心,姚友霞,13431318816
东莞市东坑镇总工会,黄雪娥,15916995463
东莞市厚街敬老中心,陈顺葵,13713236808
东莞市东城街道办事处商务局,周慧兰,13751433312
东莞市东城街道办事处商务局,刘毅华,15017881666
东莞市中堂镇人民政府监察室,陈敏捷,13509219366
深圳市洪湖小学,叶志华,18929393099
汕头市海特果菜有限公司,,0754-85709208
陆丰市自然资源局,曾永德,0660-8825552
河源市卫生健康局,杨勇辉,0762-3298290
湛江市赤坎区机构编制委员会办公室,,0759-2220000
汕头市潮阳区西胪镇西一社区经济联合社,,0754-83516110
佛山市顺德区陈村镇赤花社区居民委员会,冯小姐,0757-23814008
连南瑶族自治县档案局,,0763-8662857
连南瑶族自治县档案局,,13415255955
珠海市香洲区南屏镇洪湾社区居民委员会,,18926911050
茂名市信访局,杨冰峰,0668-2838682
茂名市信访局,,13828690156
肇庆新区实验学校,陈春影,0758-6628122
惠州市供销农业服务有限公司,,13802358022
珠海市广科资产经营有限公司,,0756-7799728
东莞市黄江镇第二小学,陈伟光,0769-83632963
东莞市黄江镇第二小学,邓彦,13829256358
湛江市坡头区海域测绘队,,0759-3957011
东莞市大岭山镇第三小学,黎广和,13794836631
东莞市城市管理和综合执法局东城分局,张伊雯,0769-22501928
东莞市城市管理和综合执法局东城分局,张伊雯,13580721911
东莞市大朗镇人民政府审计办公室,邝志伦,13798738884
陆丰市审计局,李汉记,0660-8932321
东莞港市政建设中心（东莞市滨海湾新区市政建设中心）,陈永昌,0769-26889898
化州市国有六王林场,黄文宏,0668-7513588
陆河县东坑镇东坑小学,彭伟学,0660-5560001
揭阳市榕城区东升街龙石经济联合社,,13925606189
海南农垦阳江农场有限公司,左先生,0662-86368100
海南农垦阳江农场有限公司,左先生,0898-86368100
云浮市云安区应急管理局,江超雄,0766-8613362
云浮市云安区应急管理局,刘世豪,0766-8613821
云浮市云安区应急管理局,阙泽波,0766-8615441
广州市佰城投资发展有限公司,,020-61857054
广州市佰城投资发展有限公司,欧工,020-66373780
广州市佰城投资发展有限公司,欧工,13926043230
东平县佛山小学,李峰,18264860077
惠州中洲投资有限公司,,0752-7213175
湛江市霞山区应急管理局,刘小姐,0759-2173989
揭阳市揭东区新亨镇硕榕初级中学,黄钟涛,0663-3431164
潮州市湘桥区住房和城乡建设局,肖秋凯,0768-2208308
源城区机关第三幼儿园,,13829376766
东莞市虎门服装服饰产业管理委员会,邓尔汉,0769-82266105
湛江市麻区自然资源局,莫先生,0759-2707811
湛江市麻区自然资源局,梁晓君,0759-3303978
大埔县自然资源局,,0753-5552176
大埔县自然资源局,郭先生,0753-5556211
大埔县自然资源局,郭先生,0753-5556221
大埔县自然资源局,郑世盟,0753-5556355
清远市清城区横荷街中心幼儿园,蔡敏强,0763-3638335
清远市清城区横荷街中心幼儿园,,13610506389
清远市清城区横荷街中心幼儿园,,15914971998
潮州市潮安区浮洋镇仙庭小学,潘校长,18923525319
深圳市宝安区石岩街道经济科技办公室,"曾俊鹏,陈楚瑜",0755-27760533
东莞市大岭山镇招商局,陆俊宇,0769-82893881
东莞市黄江镇梅塘小学,陈健南,0769-83516123
东莞市黄江镇梅塘小学,陈沛光,0769-83622274
广州市道路扩建工程管理中心,胡芬芬,020-32256675
广州市道路扩建工程管理中心,胡芬芬,02032256675
广州市道路扩建工程管理中心,胡芬芬,02033256675
广州市道路扩建工程管理中心,胡芬芬,13418089100
深圳市沙井沙四股份合作公司,陈建华,13923417771
广州热力有限公司,陈工,020-26233351
揭西县退役军人事务局,张远忠,0663-8150388
揭西县退役军人事务局,,13502566966
新丰县马头镇桐木山村村民委员会,,13509868296
东莞市黄江镇长龙小学,杨雪文,0769-83624841
深圳市东山股份合作公司,姜先生,13510244438
中国人民解放军广东省军区广州第十五离职干部,罗助理,020-88792315
罗定市卫安投资有限公司,陈先生,0766-3916626
东莞市人力资源局万江分局,何银玉,13713115566
鹤山市雅瑶镇昆东村村头经济合作社,冯先生,0750-8288266
东莞市莞城美术馆,徐骄,15920642332
深圳市马田新围股份合作公司,陈小姐,0755-27124787
深圳市马田新围股份合作公司,陈小姐,13590143882
深圳市马田新围股份合作公司,麦先生,15817424544
龙门县结核病防治所,冼子铭,13825494733
惠来县自然资源局,陈先生,18824431313
深圳市坪山区公安局,林警官,13509653636
南沙区横沥镇兆丰社区居民委员会,高小姐,020-84961719
东莞市黄江镇辅警大队,胡泽轩,0769-23086101
高州市大井第一中学,杨贺,0668-6280425
深圳市龙华共和股份合作公司,余工,13510558484
佛山市顺德区杏坛镇逢简村民委员会,刘先生,0757-27381186
深圳市光明区下村小学,杜老师,0755-27123658
广东佛山禅城经济开发区管理委员会,,0757-82526693
广东佛山禅城经济开发区管理委员会,,13418408925
广东佛山禅城经济开发区管理委员会,,13527759771
深圳市规划和自然资源局,张先生,010-58851111
深圳市规划和自然资源局,柳小姐,0755-27403376
深圳市规划和自然资源局,张先生,0755-83024221
广州市天河区卫生健康局,毕伟斌,020-85108319
广州市天河区卫生健康局,毕伟斌,020-85108334
广州市天河区卫生健康局,庄小姐,020-87385151
